Price,Close,High,Low,Open,Volume
2024-04-17,11.190361976623535,11.385542744847367,11.17177379632271,11.283305537254115,43646600
2024-04-18,11.208952903747559,11.311190128310013,11.13459751107639,11.227541087133627,39902100
2024-04-19,11.283306121826172,11.366954267076805,11.171774375116465,11.171774375116465,39592900
2024-04-22,11.971086502075195,11.989674684631487,11.385544126354738,11.441310446774796,86462700
2024-04-23,12.026850700378418,12.12908879624778,11.915318957373614,12.12908879624778,62807100
2024-04-24,12.03614616394043,12.12908973348074,11.878142627547247,12.026851629711285,74510400
2024-04-25,12.119794845581055,12.24991566186529,11.738727817061818,11.943203132258315,86944100
2024-04-26,11.887436866760254,12.10120671684751,11.72013880028984,11.859554151140369,57257800
2024-04-29,11.850258827209473,11.933907854868677,11.664372591508736,11.906025141107438,50285600
2024-04-30,11.292600631713867,11.71084582178709,11.274012449030389,11.71084582178709,75890500
2024-05-01,11.339072227478027,11.552842086187857,11.292600441986709,11.301894976360089,48749400
2024-05-02,11.608607292175293,11.664373610947102,11.487781006816013,11.524958257205364,46868600
2024-05-03,11.552842140197754,11.859554684948527,11.515664888906011,11.748022931073299,47463300
2024-05-06,11.617900848388672,11.729432590168145,11.580723601128849,11.655078095648497,29780300
2024-05-07,11.448572158813477,11.711973730487532,11.373314566906604,11.66493751126042,48102900
2024-05-08,11.429757118225098,11.523829555082267,11.307464206308522,11.363906950709827,38177200
2024-05-09,11.410943984985352,11.49560900478184,11.345093812761998,11.42035140877192,29103800
2024-05-10,11.279242515563965,11.448572551736586,11.203984921074198,11.429757704543498,51447800
2024-05-13,11.599087715148926,11.711974106634747,11.335686135015344,11.335686135015344,60962300
2024-05-14,11.702566146850586,11.890711021180833,11.627308555974986,11.702566146850586,39980400
2024-05-15,11.580273628234863,11.815453832001976,11.45797981461901,11.749602764891115,50739900
2024-05-16,11.646124839782715,11.74019639141814,11.53323843953539,11.54264586384134,41502200
2024-05-17,11.552050590515137,11.646123024629889,11.5238292191372,11.636715601790169,24011300
2024-05-20,11.429757118225098,11.599087145711506,11.420350592252378,11.5426444013102,27019100
2024-05-21,11.429757118225098,11.476793336653683,11.316870732281242,11.439164541339064,32851000
2024-05-22,11.31687068939209,11.363906907642415,11.260427945204693,11.345092958627031,35403000
2024-05-23,11.392128944396973,11.495608810013353,11.298057399549068,11.38272241791109,43590100
2024-05-24,11.439165115356445,11.542644980520201,11.326278723747949,11.439165115356445,40795100
2024-05-28,10.987619400024414,11.410943587104947,10.96880455310732,11.392128740187854,57460100
2024-05-29,10.874733924865723,10.95939805169182,10.818290276506968,10.884140451974385,45759500
2024-05-30,11.072284698486328,11.081691225042846,10.799474794097376,10.893547236792967,42249500
2024-05-31,11.410943984985352,11.429757935417175,10.96880493557108,11.072284802940706,57205800
2024-06-03,11.467386245727539,11.589680058327975,11.307464533863724,11.523829888905153,53784100
2024-06-04,11.31687068939209,11.41094312589274,11.25102052212638,11.363906907642415,41533100
2024-06-05,11.354499816894531,11.401536036521541,11.11931961590075,11.33568586732849,45509800
2024-06-06,11.354499816894531,11.3827220869555,11.251020851428125,11.269834800994166,28289900
2024-06-07,11.429757118225098,11.439164541339064,11.241613141652005,11.288649360080589,31934000
2024-06-10,11.646124839782715,11.777826088641941,11.382723239205623,11.410944614982114,68347200
2024-06-11,11.392128944396973,11.627309152228678,11.33568619691649,11.589680354861258,48201800
2024-06-12,11.363907814025879,11.636716825067476,11.31687159202395,11.55205180489227,57116200
2024-06-13,11.232205390930176,11.373314042100239,11.147541276797604,11.363906619260657,41422300
2024-06-14,11.015840530395508,11.128726917985455,10.865325346942244,11.100505545373283,49382100
2024-06-17,11.147541999816895,11.185170796474571,10.96880454283698,10.96880454283698,31970100
2024-06-18,11.081689834594727,11.232205006309105,11.07228330921847,11.109912102147065,29023400
2024-06-20,11.232205390930176,11.26042765944892,10.959396408570852,11.015840048467123,53468000
2024-06-21,11.138134002685547,11.203984169159474,11.06287641324642,11.194576746194276,50201900
2024-06-24,11.505014419555664,11.52382926531049,11.213391487485667,11.22279891036308,58436900
2024-06-25,11.37331485748291,11.48620124822735,11.316871213540049,11.448572451312536,39323900
2024-06-26,11.392128944396973,11.41094379165133,11.241613754927288,11.298057399549068,41426600
2024-06-27,11.505014419555664,11.64612307129318,11.335685293468359,11.363906664959373,48080200
2024-06-28,11.796638488769531,11.8718960790375,11.533236922831643,11.533236922831643,65914700
2024-07-01,12.003597259521484,12.107076221414497,11.787231015565428,11.815453284651808,56152700
2024-07-02,12.107076644897461,12.182334237477702,11.965968883094826,12.069447848607341,46990400
2024-07-03,12.107076644897461,12.19174166083555,12.041226475675067,12.125891491613157,26894300
2024-07-05,12.078855514526367,12.191741905663653,11.99419049688808,12.107076888025366,31589300
2024-07-08,12.210556030273438,12.417514865556074,12.154113282468092,12.201149503733413,44346200
2024-07-09,12.135298728942871,12.295221346832465,12.116484778265972,12.191742375256213,40680900
2024-07-10,12.38929271697998,12.426921512211138,12.144705099406837,12.182333894637994,36305500
2024-07-11,12.671509742736816,12.737359913291368,12.464550910383714,12.464550910383714,51443400
2024-07-12,13.198312759399414,13.367642792878623,12.727952352749416,12.727952352749416,85609700
2024-07-15,13.386456489562988,13.57460136637917,13.282977525027096,13.367642540166127,65643300
2024-07-16,13.536972045898438,13.61222963485224,13.348827176372703,13.424085662467732,52040100
2024-07-17,13.621637344360352,13.76274600876725,13.433493355625792,13.442900779347847,58087100
2024-07-18,13.687487602233887,13.969704017183902,13.59341516487013,13.649858806716635,58077000
2024-07-19,13.151276588439941,13.640451843811336,13.132462638617117,13.631044420329282,75908600
2024-07-22,13.282977104187012,13.339420744871834,12.97253932327357,13.188905565900619,59116800
2024-07-23,13.01016902923584,13.235941813505567,12.76558139770632,13.226535287016967,85897700
2024-07-24,12.85965347290039,13.05720487778656,12.78439588029054,12.91609621878714,81768700
2024-07-25,10.498444557189941,11.26983536818722,10.489037133362825,11.100506225005693,259484000
2024-07-26,10.526665687561035,10.68658830035035,10.394965345598983,10.54548053477921,79599900
2024-07-29,10.357336044311523,10.517258649318935,10.159784643840087,10.517258649318935,91667500
2024-07-30,10.197413444519043,10.45140758974578,10.140969802723518,10.376149998779248,69337000
2024-07-31,10.17859935760498,10.357336822341562,10.08452781044901,10.216228155895632,75478000
2024-08-01,10.056304931640625,10.272671181602917,9.981047339603636,10.216227539004542,60516500
2024-08-02,9.435429573059082,9.924604830069201,9.407208199659662,9.924604830069201,110703000
2024-08-05,9.134398460388184,9.313135007011187,8.927439645502696,8.993290707640613,115594200
2024-08-06,9.200248718261719,9.275506306772312,9.106177181194086,9.209656141110848,111817600
2024-08-07,9.334002494812012,9.53463011881774,9.314894581412156,9.410432326180516,69482400
2024-08-08,9.677936553955078,9.792581298851683,9.362663277710551,9.362663277710551,73007600
2024-08-09,9.649274826049805,9.716150694127764,9.525076134536903,9.630166914533033,48860800
2024-08-12,9.419984817504883,9.649275209234695,9.400877816344718,9.649275209234695,56118700
2024-08-13,9.687490463256836,9.697043508615074,9.334002273769736,9.477307976413137,44766100
2024-08-14,9.72570514678955,9.783027062037803,9.60150644893112,9.706597234296524,37026400
2024-08-15,9.993209838867188,10.031424753865869,9.907226052341295,9.907226052341295,41597900
2024-08-16,10.04097843170166,10.050532387965015,9.907225777360933,9.935886735035583,34142600
2024-08-19,10.241607666015625,10.27026862567261,10.069640085842758,10.088747999691067,41066300
2024-08-20,10.203392028808594,10.308482814205703,10.136515246178236,10.222499030191969,32468000
2024-08-21,10.365805625915527,10.480450367399772,10.270267885787616,10.356251669679652,48943900
2024-08-22,10.4326810836792,10.518664864161973,10.356251259053485,10.365805214910543,50885400
2024-08-23,10.76706314086914,10.776616186401462,10.451788949300765,10.490003864776408,64612700
2024-08-26,10.614202499389648,10.862599903936898,10.57598758416049,10.814831032121589,53070300
2024-08-27,10.642864227294922,10.719294056734544,10.499557613759054,10.623756314377298,44841000
2024-08-28,10.54732608795166,10.690631784978276,10.490003262471774,10.604648913431548,35442200
2024-08-29,10.614202499389648,10.700186286434116,10.499557753702176,10.528219623460629,44989200
2024-08-30,10.690631866455078,10.728846780027784,10.56643408068034,10.652416952882373,44977100
2024-09-03,10.49000358581543,10.642864154768432,10.451788671356036,10.585541327521627,49613500
2024-09-04,10.461342811584473,10.661971343800742,10.365805979314858,10.499557726715407,47900700
2024-09-05,10.289376258850098,10.642864455362151,10.24160738664783,10.585541626496338,50551900
2024-09-06,10.107854843139648,10.384913211765765,10.060085970387119,10.298929423034304,47508900
2024-09-09,10.184284210205078,10.27982195134903,10.069639467501592,10.136515339633103,39223300
2024-09-10,9.859457015991211,10.021870629799357,9.716151314920694,10.021870629799357,63019200
2024-09-11,9.98365592956543,9.993209886139155,9.677936608129805,9.849904181995068,55840200
2024-09-12,10.146068572998047,10.174729528852785,9.849903236563241,9.935886104127459,43807300
2024-09-13,10.212944984436035,10.308482723861868,10.15562306967286,10.203391939385778,35184800
2024-09-16,10.318037033081055,10.432681777645623,10.232053246878769,10.260714205241051,34802400
2024-09-17,10.41357421875,10.642864626791068,10.337144386441468,10.404021173048037,52068600
2024-09-18,10.49000358581543,10.757508898146611,10.432681669684055,10.44223562607776,55017300
2024-09-19,10.4326810836792,10.80527716206609,10.384912215509283,10.719293381583318,52436400
2024-09-20,10.3944673538208,10.3944673538208,10.212945816348656,10.375359439933003,68809100
2024-09-23,10.423127174377441,10.432681130277173,10.232052611959713,10.356251305310082,40421300
2024-09-24,10.384912490844727,10.509111186933241,10.327590576413353,10.480450229717553,37746300
2024-09-25,9.954994201660156,10.117407806400736,9.859456465536741,10.117407806400736,74109600
2024-09-26,10.203392028808594,10.270267900323534,10.088747287162088,10.088747287162088,51408500
2024-09-27,10.298928260803223,10.499556774830607,10.27982126052771,10.356251083860489,45469600
2024-09-30,10.08874797821045,10.136515940498557,9.964549271807316,10.012317234095423,59662900
2024-10-01,10.270267486572266,10.337143355393025,10.107853881337242,10.241606530094138,63963000
2024-10-02,10.012316703796387,10.251160147048576,9.964548744038293,10.251160147048576,51457400
2024-10-03,9.98365592956543,10.00276384271288,9.869011184027071,9.945441014385977,44458300
2024-10-04,10.098299980163574,10.136514892713171,9.97410128659854,10.117407891996065,45883000
2024-10-07,10.021870613098145,10.13651535598659,9.983655698801995,10.079193440100081,38009100
2024-10-08,10.021870613098145,10.107854398043335,9.91677982656259,10.031424569451039,46355700
2024-10-09,10.146068572998047,10.203391395822884,9.974101015638896,10.021869882807033,40407000
2024-10-10,10.203392028808594,10.222499030191969,10.069639374663295,10.107854288545465,39458300
2024-10-11,10.241607666015625,10.318037499177903,10.15562387592919,10.165177832853347,31915700
2024-10-14,10.4326810836792,10.470895995992056,10.184283698087938,10.232052566257854,41940200
2024-10-15,10.35625171661377,10.528219285177194,10.337143804055424,10.423127588337136,53097100
2024-10-16,10.537772178649902,10.681078787428332,10.40402043712852,10.40402043712852,46996400
2024-10-17,10.575986862182617,10.633309686670891,10.451788168387512,10.547325905496173,37617200
2024-10-18,10.60464859008789,10.671524458512495,10.54732576635582,10.66197050270459,26074900
2024-10-21,10.3944673538208,10.661971770441586,10.375359439933003,10.585541937121361,41008600
2024-10-22,10.614202499389648,10.652417414618807,10.43268187983001,10.43268187983001,51597600
2024-10-23,10.566434860229492,10.738401528435976,10.528219943837444,10.614202822382946,37335400
2024-10-24,10.738401412963867,10.747955369738012,10.575987792265256,10.738401412963867,44736400
2024-10-25,10.575986862182617,10.824384249772828,10.528218904743673,10.776615381218498,39120700
2024-10-28,10.86259937286377,10.881707285101886,10.623755936579741,10.671524806059628,97967000
2024-10-29,9.945440292358398,10.079192941333918,9.725704773807953,10.060085029573681,156228000
2024-10-30,10.002763748168945,10.060085664838606,9.869011090747337,9.935886963900423,48853700
2024-10-31,9.830796241760254,10.01231686058364,9.783027370138697,9.964548900077526,72098700
2024-11-01,9.763920783996582,9.94544141055078,9.74481287008799,9.869011577147383,43472300
2024-11-04,9.897671699523926,10.098300223012977,9.773473002972093,9.773473002972093,55323800
2024-11-05,10.126961708068848,10.165176620090733,9.840349412347019,9.86901036858459,49309000
2024-11-06,10.690631866455078,10.728846780027784,10.356251600472755,10.461342385018844,100781800
2024-11-07,10.613163948059082,10.758416734379079,10.487277768950895,10.661581851330645,55407900
2024-11-08,10.622848510742188,10.622848510742188,10.516328930850662,10.584114369916568,45463400
2024-11-11,10.874619483947754,10.961771527828928,10.671265946217977,10.719682927489986,56630500
2024-11-12,10.748734474182129,10.942405174254068,10.603480756507118,10.787468614196516,44921400
2024-11-13,10.748734474182129,10.816518988333621,10.671266194153354,10.768101082441952,55150900
2024-11-14,10.719682693481445,10.874619246556978,10.671265713266367,10.77778436263212,56780900
2024-11-15,10.661581993103027,10.797151015872501,10.632530696656964,10.700316131536407,58895400
2024-11-18,10.855253219604492,10.913354891861887,10.680949126327059,10.700316658244441,47807600
2024-11-19,10.700316429138184,10.96177163996152,10.661582289627514,10.710000194889535,53227700
2024-11-20,10.39044189453125,10.700315919348158,10.274239481535417,10.66158178168288,68633300
2024-11-21,10.45822811126709,10.5066460178483,10.274240250957439,10.438860579236703,53409500
2024-11-22,10.826202392578125,11.01987308618079,10.458227612985706,10.467911378539517,82556700
2024-11-25,11.039239883422852,11.155443225075272,10.923037465265159,10.942404996705472,63469300
2024-11-26,10.748734474182129,10.874619736607832,10.690632802413175,10.806835222456339,47458800
2024-11-27,10.748734474182129,10.903671034239679,10.710000334167741,10.777784848319234,28474200
2024-11-29,10.77778434753418,10.913354293032711,10.768100582106849,10.806834720321472,28935200
2024-12-02,10.63253116607666,10.893987304666126,10.613164557752299,10.864936930432211,50034400
2024-12-03,10.477594375610352,10.661582229875942,10.477594375610352,10.642214698481784,43904300
2024-12-04,10.400126457214355,10.52601264515206,10.254873660706489,10.506646036581898,66780700
2024-12-05,10.109619140625,10.351707731308972,10.061202161283955,10.303290751967927,68162000
2024-12-06,10.17740535736084,10.264557404474424,10.090253310247256,10.17740535736084,56227000
2024-12-09,10.264556884765625,10.458227577715132,10.196771449612266,10.225822746175723,53230100
2024-12-10,10.225822448730469,10.400125605567599,10.216138683490994,10.380758998583332,45084300
2024-12-11,10.08056926727295,10.274239964707185,9.954683083067014,10.274239964707185,60487100
2024-12-12,10.061203002929688,10.177405425359266,10.022468862119828,10.051519236853531,38432600
2024-12-13,10.061203002929688,10.10961998632094,9.993417563891361,10.07088584551108,40560700
2024-12-16,9.673860549926758,9.799746736852587,9.567341894910173,9.751328830574229,96264400
2024-12-17,9.65449333190918,9.722277842321986,9.567341290810033,9.644809566566009,76208600
2024-12-18,9.383354187011719,9.77069651998781,9.35430381217431,9.625442798811239,84199500
2024-12-19,9.431771278381348,9.635125731646003,9.393037140783065,9.480189181252872,81659000
2024-12-20,9.567341804504395,9.644810084419836,9.373671104715791,9.393037712947281,87705500
2024-12-23,9.586708068847656,9.606075599879148,9.441455280090304,9.557657695795127,50646600
2024-12-24,9.702911376953125,9.741645515397272,9.577025196135972,9.586708038125979,29083100
2024-12-26,9.751328468322754,9.799746372802439,9.664176424958267,9.683543956148027,35922700
2024-12-27,9.712594032287598,9.877214348385243,9.664176129289228,9.712594032287598,52899900
2024-12-30,9.567341804504395,9.664176692651324,9.509240132820443,9.63512631855672,47116700
2024-12-31,9.586708068847656,9.693227642531443,9.5286073227426,9.596391834363402,54104200
2025-01-02,9.344619750976562,9.644810026466171,9.334936908666371,9.596392120936269,67156200
2025-01-03,9.567341804504395,9.63512631855672,9.228417387253284,9.383353947084165,77245900
2025-01-06,9.606075286865234,9.867530482807894,9.586707756464834,9.741645229184003,63840800
2025-01-07,9.451139450073242,9.693228057358962,9.412405309847317,9.6351263852727,62404000
2025-01-08,9.431771278381348,9.441455043654589,9.276834727988216,9.431771278381348,61678800
2025-01-10,9.344619750976562,9.528607607291246,9.286519003136467,9.363987282586418,73373400
2025-01-13,9.402721405029297,9.412405170816426,9.267151454493693,9.354303499588386,66023000
2025-01-14,9.470505714416504,9.509239853235385,9.373670829116655,9.470505714416504,45419900
2025-01-15,9.635126113891602,9.741645689133748,9.577025366936542,9.654493645206436,68674400
2025-01-16,9.693227767944336,9.741645672654796,9.577025350736063,9.596391958523414,45770000
2025-01-17,9.857848167419434,9.886898541076375,9.722278217862495,9.761012357236659,60802700
2025-01-21,10.099936485290527,10.1193030926855,9.915948635817413,9.974050304991739,65670800
2025-01-22,9.712594032287598,9.925632251383613,9.702911190483674,9.925632251383613,64949200
2025-01-23,9.838480949401855,9.848164715427567,9.65449401238713,9.731962293603305,56241100
2025-01-24,9.7997465133667,9.983734368329612,9.770696139660087,9.838480652807092,42909100
2025-01-27,10.051518440246582,10.090252577986668,9.78037947606598,9.790062317879984,73082600
2025-01-28,9.761012077331543,9.906264864945733,9.60607552427782,9.906264864945733,92177600
2025-01-29,9.886898040771484,9.9643663155997,9.712593960660659,9.780379393756359,69986900
2025-01-30,9.838480949401855,10.061202950519428,9.741646059629016,9.935316762669453,69663100
2025-01-31,9.761012077331543,10.022468203230726,9.673860035365148,9.848164119297937,103726200
2025-02-03,9.577025413513184,9.741645736511,9.296202672545393,9.412405090515369,131430300
2025-02-04,9.838480949401855,9.838480949401855,9.586708573701907,9.625442714309994,68716500
2025-02-05,9.693227767944336,9.993417114858694,9.644809863233874,9.838480558580997,124187800
2025-02-06,8.966961860656738,9.334936639167987,8.966961860656738,9.189682926771734,222758300
2025-02-07,8.94759464263916,9.054114220155293,8.889493894443762,9.034746688427,140852700
2025-02-10,8.94759464263916,9.0056963143293,8.831392222753621,8.957278408503308,72168000
2025-02-11,8.918543815612793,8.966961718979881,8.879809677618061,8.918543815612793,54844600
2025-02-12,8.937911033630371,8.996012706340164,8.812025769166212,8.879810284415337,67339600
2025-02-13,9.05411434173584,9.112215090711427,8.947594762789338,8.996012669265497,72059800
2025-02-14,9.179999351501465,9.209050648679629,9.09284823045116,9.13158236986065,53778300
2025-02-18,9.289999961853027,9.350000381469727,9.229999542236328,9.319999694824219,62175800
2025-02-19,9.34000015258789,9.390000343322754,9.210000038146973,9.270000457763672,50191700
2025-02-20,9.390000343322754,9.399999618530273,9.279999732971191,9.329999923706055,39787800
2025-02-21,9.279999732971191,9.40999984741211,9.229999542236328,9.380000114440918,58437700
2025-02-24,9.350000381469727,9.399999618530273,9.210000038146973,9.3100004196167,72562600
2025-02-25,9.420000076293945,9.489999771118164,9.3100004196167,9.369999885559082,88876800
2025-02-26,9.470000267028809,9.619999885559082,9.4399995803833,9.460000038146973,87948100
2025-02-27,9.289999961853027,9.529999732971191,9.289999961853027,9.4399995803833,70518800
2025-02-28,9.550000190734863,9.6899995803833,9.3100004196167,9.319999694824219,137907600
