Datetime,Open,High,Low,Close,Volume,Ticker
2026-01-08 14:30:00+00:00,1887.2718505859375,1887.928955078125,1886.93798828125,1887.5784912109375,0,000001.SS
2026-01-08 14:31:00+00:00,1887.696533203125,1888.3126220703125,1887.40185546875,1888.24072265625,0,000001.SS
2026-01-08 14:32:00+00:00,1888.108642578125,1888.4222412109375,1887.7425537109375,1888.3577880859375,0,000001.SS
2026-01-08 14:33:00+00:00,1888.34375,1888.600830078125,1888.1220703125,1888.600830078125,0,000001.SS
2026-01-08 14:34:00+00:00,1888.638916015625,1890.0377197265625,1888.4964599609375,1889.0478515625,0,000001.SS
2026-01-08 14:35:00+00:00,1889.1429443359375,1890.07666015625,1889.1383056640625,1889.951416015625,0,000001.SS
2026-01-08 14:36:00+00:00,1889.937255859375,1891.505615234375,1889.937255859375,1891.505615234375,0,000001.SS
2026-01-08 14:37:00+00:00,1891.32958984375,1891.9755859375,1890.787841796875,1890.787841796875,0,000001.SS
2026-01-08 14:38:00+00:00,1890.6119384765625,1890.814697265625,1889.9527587890625,1890.5008544921875,0,000001.SS
2026-01-08 14:39:00+00:00,1890.47265625,1890.47265625,1889.1331787109375,1889.2947998046875,0,000001.SS
2026-01-08 14:40:00+00:00,1889.394775390625,1890.627197265625,1889.36279296875,1890.0992431640625,0,000001.SS
2026-01-08 14:41:00+00:00,1890.083740234375,1890.3824462890625,1889.12939453125,1889.4287109375,0,000001.SS
2026-01-08 14:42:00+00:00,1889.5167236328125,1889.799072265625,1889.0286865234375,1889.0286865234375,0,000001.SS
2026-01-08 14:43:00+00:00,1888.9874267578125,1889.0423583984375,1887.4404296875,1887.4632568359375,0,000001.SS
2026-01-08 14:44:00+00:00,1887.287353515625,1888.154296875,1887.287353515625,1888.1103515625,0,000001.SS
2026-01-08 14:45:00+00:00,1888.142333984375,1888.708251953125,1887.7996826171875,1888.576171875,0,000001.SS
2026-01-08 14:46:00+00:00,1888.624755859375,1888.7718505859375,1887.79638671875,1887.79638671875,0,000001.SS
2026-01-08 14:47:00+00:00,1887.783447265625,1887.93603515625,1887.043701171875,1887.4132080078125,0,000001.SS
2026-01-08 14:48:00+00:00,1887.3251953125,1887.779052734375,1887.130859375,1887.6910400390625,0,000001.SS
2026-01-08 14:49:00+00:00,1887.779052734375,1888.2073974609375,1887.3377685546875,1887.3377685546875,0,000001.SS
2026-01-08 14:50:00+00:00,1887.2476806640625,1888.3055419921875,1886.891845703125,1888.2838134765625,0,000001.SS
2026-01-08 14:51:00+00:00,1888.222900390625,1888.236328125,1887.6937255859375,1888.236328125,0,000001.SS
2026-01-08 14:52:00+00:00,1888.2904052734375,1888.424560546875,1887.8160400390625,1888.1280517578125,0,000001.SS
2026-01-08 14:53:00+00:00,1888.172119140625,1888.18798828125,1887.7744140625,1888.0697021484375,0,000001.SS
2026-01-08 14:54:00+00:00,1888.3076171875,1889.4700927734375,1888.21240234375,1889.208984375,0,000001.SS
2026-01-08 14:55:00+00:00,1889.200439453125,1889.3079833984375,1888.5142822265625,1888.6065673828125,0,000001.SS
2026-01-08 14:56:00+00:00,1888.2320556640625,1889.04638671875,1888.087646484375,1888.44384765625,0,000001.SS
2026-01-08 14:57:00+00:00,1888.3558349609375,1888.403076171875,1887.71435546875,1888.0780029296875,0,000001.SS
2026-01-08 14:58:00+00:00,1888.016357421875,1888.16015625,1887.9073486328125,1888.024658203125,0,000001.SS
2026-01-08 14:59:00+00:00,1887.960693359375,1887.960693359375,1887.467041015625,1887.4920654296875,0,000001.SS
2026-01-08 15:00:00+00:00,1886.5989990234375,1887.0679931640625,1886.300048828125,1886.395263671875,0,000001.SS
2026-01-08 15:01:00+00:00,1886.1337890625,1886.216552734375,1885.44287109375,1886.216552734375,0,000001.SS
2026-01-08 15:02:00+00:00,1886.293212890625,1886.5281982421875,1885.940185546875,1886.5281982421875,0,000001.SS
2026-01-08 15:03:00+00:00,1886.5709228515625,1887.052978515625,1886.3541259765625,1886.3541259765625,0,000001.SS
2026-01-08 15:04:00+00:00,1886.31005859375,1887.045166015625,1886.31005859375,1886.856201171875,0,000001.SS
2026-01-08 15:05:00+00:00,1886.941162109375,1887.6719970703125,1886.8531494140625,1887.66845703125,0,000001.SS
2026-01-08 15:06:00+00:00,1887.716064453125,1888.179931640625,1887.716064453125,1888.08203125,0,000001.SS
2026-01-08 15:07:00+00:00,1888.0565185546875,1888.4091796875,1888.016845703125,1888.4091796875,0,000001.SS
2026-01-08 15:08:00+00:00,1888.4091796875,1889.38525390625,1888.3372802734375,1889.3729248046875,0,000001.SS
2026-01-08 15:09:00+00:00,1889.2850341796875,1890.2349853515625,1888.947021484375,1890.228271484375,0,000001.SS
2026-01-08 15:10:00+00:00,1890.172119140625,1890.89013671875,1890.1376953125,1890.3714599609375,0,000001.SS
2026-01-08 15:11:00+00:00,1890.4033203125,1891.1656494140625,1890.4033203125,1891.1656494140625,0,000001.SS
2026-01-08 15:12:00+00:00,1891.2095947265625,1891.7264404296875,1891.0465087890625,1891.7264404296875,0,000001.SS
2026-01-08 15:13:00+00:00,1891.8255615234375,1892.7032470703125,1891.75537109375,1892.515380859375,0,000001.SS
2026-01-08 15:14:00+00:00,1892.5333251953125,1892.992431640625,1892.2440185546875,1892.265869140625,0,000001.SS
2026-01-08 15:15:00+00:00,1892.3135986328125,1892.8648681640625,1892.2972412109375,1892.7447509765625,0,000001.SS
2026-01-08 15:16:00+00:00,1892.7508544921875,1893.815185546875,1892.7210693359375,1893.6407470703125,0,000001.SS
2026-01-08 15:17:00+00:00,1893.728759765625,1894.7235107421875,1893.72509765625,1894.6707763671875,0,000001.SS
2026-01-08 15:18:00+00:00,1894.670654296875,1894.670654296875,1893.766357421875,1893.98876953125,0,000001.SS
2026-01-08 15:19:00+00:00,1893.9747314453125,1894.1728515625,1893.7542724609375,1893.99365234375,0,000001.SS
2026-01-08 15:20:00+00:00,1893.94384765625,1894.3271484375,1893.5150146484375,1893.601806640625,0,000001.SS
2026-01-08 15:21:00+00:00,1893.6898193359375,1893.76025390625,1893.074951171875,1893.074951171875,0,000001.SS
2026-01-08 15:22:00+00:00,1893.0714111328125,1893.111572265625,1892.45654296875,1892.45654296875,0,000001.SS
2026-01-08 15:23:00+00:00,1892.574462890625,1892.700927734375,1892.350341796875,1892.6929931640625,0,000001.SS
2026-01-08 15:24:00+00:00,1892.6490478515625,1893.078857421875,1892.4615478515625,1892.4615478515625,0,000001.SS
2026-01-08 15:25:00+00:00,1892.5936279296875,1892.66650390625,1891.9757080078125,1892.025634765625,0,000001.SS
2026-01-08 15:26:00+00:00,1892.0594482421875,1892.11083984375,1890.9656982421875,1891.115234375,0,000001.SS
2026-01-08 15:27:00+00:00,1891.162841796875,1891.2205810546875,1890.792724609375,1891.1302490234375,0,000001.SS
2026-01-08 15:28:00+00:00,1891.1173095703125,1891.3209228515625,1890.8656005859375,1890.9710693359375,0,000001.SS
2026-01-08 15:29:00+00:00,1890.9710693359375,1891.1278076171875,1890.804443359375,1890.98486328125,0,000001.SS
2026-01-08 15:30:00+00:00,1890.9708251953125,1890.9708251953125,1889.5609130859375,1889.9249267578125,0,000001.SS
2026-01-08 15:31:00+00:00,1889.907958984375,1889.907958984375,1888.975341796875,1889.2183837890625,0,000001.SS
